"Kod";"Nazwa";"Rodzaje obiektow";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2010";28.01;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2011";30.2;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2012";28.2;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2013";26.5;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2014";27.4;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2015";28.3;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2016";30.0;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2017";31.5;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2018";31.6;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2019";33.1;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2020";22.2;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2021";24.5;"%";""
1800000;"PODKARPACKIE";"obiekty hotelowe razem";"2022";35.7;"%";""
1800000;"PODKARPACKIE";"hotele";"2002";24.40;"%";""
1800000;"PODKARPACKIE";"hotele";"2003";24.50;"%";""
1800000;"PODKARPACKIE";"hotele";"2004";24.81;"%";""
1800000;"PODKARPACKIE";"hotele";"2005";26.97;"%";""
1800000;"PODKARPACKIE";"hotele";"2006";24.22;"%";""
1800000;"PODKARPACKIE";"hotele";"2007";28.47;"%";""
1800000;"PODKARPACKIE";"hotele";"2008";27.91;"%";""
1800000;"PODKARPACKIE";"hotele";"2009";28.84;"%";""
1800000;"PODKARPACKIE";"hotele";"2010";29.80;"%";""
1800000;"PODKARPACKIE";"hotele";"2011";31.2;"%";""
1800000;"PODKARPACKIE";"hotele";"2012";29.5;"%";""
1800000;"PODKARPACKIE";"hotele";"2013";28.4;"%";""
1800000;"PODKARPACKIE";"hotele";"2014";29.7;"%";""
1800000;"PODKARPACKIE";"hotele";"2015";30.1;"%";""
1800000;"PODKARPACKIE";"hotele";"2016";32.6;"%";""
1800000;"PODKARPACKIE";"hotele";"2017";34.1;"%";""
1800000;"PODKARPACKIE";"hotele";"2018";33.9;"%";""
1800000;"PODKARPACKIE";"hotele";"2019";35.9;"%";""
1800000;"PODKARPACKIE";"hotele";"2020";23.3;"%";""
1800000;"PODKARPACKIE";"hotele";"2021";26.0;"%";""
1800000;"PODKARPACKIE";"hotele";"2022";40.5;"%";""
1800000;"PODKARPACKIE";"motele";"2002";50.30;"%";""
1800000;"PODKARPACKIE";"motele";"2003";37.20;"%";""
1800000;"PODKARPACKIE";"motele";"2004";34.64;"%";""
1800000;"PODKARPACKIE";"motele";"2005";29.81;"%";""
1800000;"PODKARPACKIE";"motele";"2006";33.24;"%";""
1800000;"PODKARPACKIE";"motele";"2007";32.40;"%";""
1800000;"PODKARPACKIE";"motele";"2008";30.14;"%";""
1800000;"PODKARPACKIE";"motele";"2009";28.38;"%";""
1800000;"PODKARPACKIE";"motele";"2010";27.84;"%";""
1800000;"PODKARPACKIE";"motele";"2011";28.1;"%";""
1800000;"PODKARPACKIE";"motele";"2012";27.6;"%";""
1800000;"PODKARPACKIE";"motele";"2013";24.2;"%";""
1800000;"PODKARPACKIE";"motele";"2014";16.2;"%";""
1800000;"PODKARPACKIE";"motele";"2015";16.6;"%";""
1800000;"PODKARPACKIE";"motele";"2016";14.7;"%";""
1800000;"PODKARPACKIE";"motele";"2017";16.5;"%";""
1800000;"PODKARPACKIE";"motele";"2018";18.4;"%";""
1800000;"PODKARPACKIE";"motele";"2019";17.4;"%";""
1800000;"PODKARPACKIE";"motele";"2020";9.1;"%";""
1800000;"PODKARPACKIE";"motele";"2021";14.3;"%";""
1800000;"PODKARPACKIE";"motele";"2022";23.0;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2002";28.90;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2003";26.40;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2004";27.98;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2005";29.46;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2006";27.72;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2007";33.90;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2008";25.12;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2009";25.80;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2010";23.91;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2011";25.9;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2012";25.9;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2013";24.9;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2014";22.2;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2015";26.0;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2016";30.0;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2017";31.5;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2018";34.3;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2019";34.7;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2020";25.0;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2021";18.5;"%";""
1800000;"PODKARPACKIE";"pensjonaty";"2022";15.1;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2002";;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2003";;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2004";26.65;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2005";25.13;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2006";23.36;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2007";24.18;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2008";24.22;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2009";24.65;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2010";25.08;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2011";28.7;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2012";24.9;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2013";19.9;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2014";18.1;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2015";20.8;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2016";19.0;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2017";21.1;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2018";21.6;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2019";22.3;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2020";17.7;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2021";20.1;"%";""
1800000;"PODKARPACKIE";"inne obiekty hotelowe";"2022";22.9;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2002";24.00;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2003";27.90;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2004";30.05;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2005";33.88;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2006";34.13;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2007";36.17;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2008";35.59;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2009";35.46;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2010";33.80;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2011";34.0;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2012";35.0;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2013";32.9;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2014";32.2;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2015";34.6;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2016";36.2;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2017";37.6;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2018";37.8;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2019";36.3;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2020";28.6;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2021";32.8;"%";""
1800000;"PODKARPACKIE";"pozostałe obiekty razem";"2022";34.6;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2002";17.70;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2003";23.00;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2004";25.87;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2005";32.23;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2006";31.54;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2007";21.86;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2008";21.20;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2009";24.45;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2010";21.85;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2011";25.9;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2012";18.2;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2013";15.6;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2014";13.8;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2015";16.3;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2016";18.8;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2017";22.8;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2018";25.9;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2019";26.6;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2020";29.5;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2021";30.8;"%";""
1800000;"PODKARPACKIE";"domy wycieczkowe";"2022";32.5;"%";""
1800000;"PODKARPACKIE";"schroniska";"2002";23.70;"%";""
1800000;"PODKARPACKIE";"schroniska";"2003";31.10;"%";""
1800000;"PODKARPACKIE";"schroniska";"2004";30.78;"%";""
1800000;"PODKARPACKIE";"schroniska";"2005";29.73;"%";""
1800000;"PODKARPACKIE";"schroniska";"2006";33.16;"%";""
1800000;"PODKARPACKIE";"schroniska";"2007";26.55;"%";""
1800000;"PODKARPACKIE";"schroniska";"2008";30.88;"%";""
1800000;"PODKARPACKIE";"schroniska";"2009";26.30;"%";""
1800000;"PODKARPACKIE";"schroniska";"2010";32.28;"%";""
1800000;"PODKARPACKIE";"schroniska";"2011";31.1;"%";""
1800000;"PODKARPACKIE";"schroniska";"2012";36.5;"%";""
1800000;"PODKARPACKIE";"schroniska";"2013";36.7;"%";""
1800000;"PODKARPACKIE";"schroniska";"2014";32.8;"%";""
1800000;"PODKARPACKIE";"schroniska";"2015";31.9;"%";""
1800000;"PODKARPACKIE";"schroniska";"2016";30.7;"%";""
1800000;"PODKARPACKIE";"schroniska";"2017";25.6;"%";""
1800000;"PODKARPACKIE";"schroniska";"2018";26.1;"%";""
1800000;"PODKARPACKIE";"schroniska";"2019";26.4;"%";""
1800000;"PODKARPACKIE";"schroniska";"2020";0.0;"%";"x"
1800000;"PODKARPACKIE";"schroniska";"2021";41.6;"%";""
1800000;"PODKARPACKIE";"schroniska";"2022";32.7;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2002";18.40;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2003";18.90;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2004";15.81;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2005";28.44;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2006";23.65;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2007";23.71;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2008";21.68;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2009";26.28;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2010";28.29;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2011";29.0;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2012";22.9;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2013";22.5;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2014";21.6;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2015";18.4;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2016";23.6;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2017";24.3;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2018";24.8;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2019";27.1;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2020";14.3;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2021";13.4;"%";""
1800000;"PODKARPACKIE";"schroniska młodzieżowe";"2022";31.3;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2002";;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2003";;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2004";18.39;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2005";17.44;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2006";17.59;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2007";19.23;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2008";17.86;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2009";18.25;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2010";19.21;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2011";17.0;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2012";17.2;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2013";16.1;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2014";14.8;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2015";16.2;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2016";15.3;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2017";16.2;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2018";18.6;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2019";17.4;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2020";12.8;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2021";10.7;"%";""
1800000;"PODKARPACKIE";"szkolne schroniska młodzieżowe";"2022";15.7;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2002";30.90;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2003";33.40;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2004";34.03;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2005";38.38;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2006";38.84;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2007";40.90;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2008";36.97;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2009";33.71;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2010";28.25;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2011";27.2;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2012";27.4;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2013";27.7;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2014";25.6;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2015";26.4;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2016";35.5;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2017";37.7;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2018";37.5;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2019";41.6;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2020";33.4;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2021";33.6;"%";""
1800000;"PODKARPACKIE";"ośrodki wczasowe";"2022";27.4;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2002";23.60;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2003";18.40;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2004";33.96;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2005";64.90;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2006";59.30;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2007";54.30;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2008";36.60;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2009";27.25;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2010";21.97;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2011";14.0;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2012";16.5;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2013";19.1;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2014";27.3;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2015";35.0;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2016";24.7;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2017";31.2;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2018";23.3;"%";""
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2019";0.0;"%";"x"
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2020";0.0;"%";"x"
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2021";0.0;"%";"x"
1800000;"PODKARPACKIE";"ośrodki kolonijne";"2022";0.0;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2002";23.00;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2003";26.30;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2004";28.40;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2005";29.77;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2006";31.25;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2007";31.77;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2008";30.18;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2009";28.80;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2010";29.26;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2011";31.1;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2012";29.7;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2013";25.1;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2014";22.6;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2015";20.8;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2016";23.7;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2017";27.5;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2018";25.4;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2019";22.3;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2020";20.6;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2021";26.2;"%";""
1800000;"PODKARPACKIE";"ośrodki szkoleniowo-wypoczynkowe";"2022";25.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2002";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2003";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2004";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2005";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2006";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2007";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2008";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2009";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2010";0.00;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2011";0.0;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2012";0.0;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2013";0.0;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2014";0.0;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2015";0.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2016";0.0;"%";"x"
1800000;"PODKARPACKIE";"domy pracy twórczej";"2017";0.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2018";0.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2019";0.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2020";0.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2021";0.0;"%";""
1800000;"PODKARPACKIE";"domy pracy twórczej";"2022";0.0;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2002";30.40;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2003";32.10;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2004";34.54;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2005";30.08;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2006";27.87;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2007";33.26;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2008";35.80;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2009";29.65;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2010";25.12;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2011";25.1;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2012";27.0;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2013";27.9;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2014";25.2;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2015";27.2;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2016";29.2;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2017";25.2;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2018";26.4;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2019";23.9;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2020";24.4;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2021";30.3;"%";""
1800000;"PODKARPACKIE";"zespoły domków turystycznych";"2022";25.1;"%";""
1800000;"PODKARPACKIE";"kempingi";"2002";19.20;"%";""
1800000;"PODKARPACKIE";"kempingi";"2003";16.00;"%";""
1800000;"PODKARPACKIE";"kempingi";"2004";18.77;"%";""
1800000;"PODKARPACKIE";"kempingi";"2005";24.05;"%";""
1800000;"PODKARPACKIE";"kempingi";"2006";17.62;"%";""
1800000;"PODKARPACKIE";"kempingi";"2007";15.53;"%";""
1800000;"PODKARPACKIE";"kempingi";"2008";13.46;"%";""
1800000;"PODKARPACKIE";"kempingi";"2009";45.45;"%";""
1800000;"PODKARPACKIE";"kempingi";"2010";37.80;"%";""
1800000;"PODKARPACKIE";"kempingi";"2011";26.2;"%";""
1800000;"PODKARPACKIE";"kempingi";"2012";28.5;"%";""
1800000;"PODKARPACKIE";"kempingi";"2013";20.6;"%";""
1800000;"PODKARPACKIE";"kempingi";"2014";20.3;"%";""
1800000;"PODKARPACKIE";"kempingi";"2015";20.7;"%";""
1800000;"PODKARPACKIE";"kempingi";"2016";22.6;"%";""
1800000;"PODKARPACKIE";"kempingi";"2017";41.2;"%";""
1800000;"PODKARPACKIE";"kempingi";"2018";26.9;"%";""
1800000;"PODKARPACKIE";"kempingi";"2019";0.0;"%";"x"
1800000;"PODKARPACKIE";"kempingi";"2020";0.0;"%";"x"
1800000;"PODKARPACKIE";"kempingi";"2021";0.0;"%";"x"
1800000;"PODKARPACKIE";"kempingi";"2022";0.0;"%";"x"
1800000;"PODKARPACKIE";"pola biwakowe";"2002";2.50;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2003";10.40;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2004";6.38;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2005";12.04;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2006";8.08;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2007";6.28;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2008";11.97;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2009";6.10;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2010";8.36;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2011";4.7;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2012";4.1;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2013";4.6;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2014";13.8;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2015";16.4;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2016";19.6;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2017";21.6;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2018";15.5;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2019";17.2;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2020";17.8;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2021";26.7;"%";""
1800000;"PODKARPACKIE";"pola biwakowe";"2022";23.5;"%";""
1800000;"PODKARPACKIE";"ośrodki do wypoczynku sobotnio-niedzielnego i świątecznego";"2002";25.50;"%";""
1800000;"PODKARPACKIE";"ośrodki do wypoczynku sobotnio-niedzielnego i świątecznego";"2003";31.20;"%";""
1800000;"PODKARPACKIE";"ośrodki do wypoczynku sobotnio-niedzielnego i świątecznego";"2004";27.04;"%";""
1800000;"PODKARPACKIE";"ośrodki do wypoczynku sobotnio-niedzielnego i świątecznego";"2005";45.97;"%";""
